text,sub_keywords,keywords,class
"Bonjour.  Je recherche de l'aide, afin de mieux comprendre, aider, et accompagner mon enfant.  Mon fils de 14 ans a de bons résultats scolaires. Il a peut d'amis, ne sort quasiment pas, et comme la plupart fixé sur son téléphone,  ou jeux vidéos.  Ses premières années de collège,  ont été moyennes niveau résultats,  sur les conseils d'un de ses professeurs, nous lui avons fait passer un test, qui a permis de déceler chez lui, un QI dans la moyenne haute, avec parfois des résultats au-delà de ceux vus chez des enfants de son âge . Cela a également révélé,  un ou plusieurs traits d'Asperger. Ce qui pourrait expliquer le comportement de mon fils.  Mon fils est très directif avec son frère âgé de 9 ans. Nerveux et très souvent sur la défensive. Mon ados a peu d'amis, et ne cherche pas ou peu à tisser de liens sociaux,  si ce n'est que virtuellement.  Ce dernier a commis deux grosses bêtises ces six derniers mois, il ne sait expliquer pourquoi il a commis ces faits. Il ne donne pas de raison, et semble éprouver aucuns remords sur la peine et la déception que nous avons éprouvé et que nous éprouvons encore aujourd'hui. Je ressens chez lui un manque total d'empathie. Cela m'inquiète énormément,  et je ne sais pas vers qui me tourner.",mon fils;bons résultats scolaires;qi dans la moyenne haute;traits d'asperger;nerveux;souvent sur la défensive;mon ados a peu d'amis;ne cherche pas ou peu à tisser de liens sociaux;aucuns remords sur la peine et la déception que nous avons éprouvés;manque total d'empathie,haut potentiel;trouble du spectre autistique;autisme;neuropsychologie;psychiatrie;conseiller,psychiatrie
"Bonjour, Je vous explique mon cas: je suis étudiante en L1 de droit. Il y a des antécédents dans ma famille en matière de dépression (ma grand mère et mon père, qui a mit fin a ses jours il y a 1 an et demi). En septembre, j’ai déjà eu un épisode compliqué qui a duré une dizaine de jours, qui a commencé par une crise d’angoisse (je pense) avec la peur de la dépression. J’ai été voir un relaxologue qui a réussi à m’apaiser. J’ai pris la décision de me séparer de mon copain avec qui j’étais depuis un moment également. J’allais mieux, j’ai continué ma vie normalement.. Je suis une personne mal dans ma peau, avec très peu de confiance en moi, introvertie, j’ai tendance à m’effacer dans un groupe et je suis souvent triste/ a fleur de peau. Depuis 8 jours, je suis mal. Mon mal être ne part pas, il augmente même avec le temps... je fais que ruminer, je n’arrive plus à penser à autre chose, j’ai décidé d’arrêter mes études car celles-ci ne me plaisent pas et j’ai l’impression de les avoir choisies à défaut, parce que je ne sais pas quoi faire... J’ai peur de tomber dans la dépression, cette maladie m’effraie terriblement car les personnes dans ma famille qui ont vécu ça ne s’en sont pas sorties. Malheureusement je vois bien que je suis en train d’y rentrer, et ça m’angoisse (j’y pense toute la journée, je suis stressée, j’ai des angoisses le soir et je dors très peu, je me réveille tôt et angoissée..)  J’ai totalement perdu l’envie de faire quoi que ce soit. Je me force à tout faire. La seule chose qui m’apaise est de regarder des vidéos YouTube, témoignages de gens qui s’en sont sortis etc. J’ai envie de m’en sortir mais je n’y arrive pas et en cette période de confinement c’est d’autant plus dur car je ne peux pas avoir de suivi psychologique.  Je voudrais trouver ma voie professionnelle mais je n’y arrive pas, je n’ai même pas la force de rechercher quelque chose... je n’y crois plus. J’ai peur.  Merci d’avance pour l’intention que vous prendrez à lire mon message, et pour vos futures réponses. ","je suis étudiante;antécédents dans ma famille;dépression;mon père, qui a mit fin a ses jours;épisode compliqué;crise d'angoisse;peur de la dépression;j'ai pris la décision de me séparer;je suis une personne mal dans ma peau;très peu de confiance en moi;introvertie;ruminer;ça m'angoisse;je me réveille tôt et angoissée;perdu l'envi de faire quoi que ce soit;trouver ma voie professionnelle",deuil;traumatisme;dépression;anxiété;peur;phobie;réassurer;conseiller;soutien;rumination;confiance en soi;estime de soi;acceptation;introversion;psychiatrie,thérapie cognitivo-comportementale
Bonjour à tous mon fils qui a 14 ans à des épisodes violent de vomissements depuis 2017 mon généraliste a fait plusieurs examens qui sont revenus négatif du à ces vomissement mon fils a beaucoup manqué au collège il faut savoir que mon fils a perdu son père en 2015 et que j ai expliqué tout cela à l infirmière du collège qui ces permise un jour ou mon fils était en cours et qui a été pris de vomissement à du allez la voir ces personnes lui a gueulé dessus en lui disant (mes comment tu va faire si ta mère ou tes frères meurt dans un accident) j ai du allez le cherchez et il m'a expliqué ce que l infirmière a osez lui dire depuis ces du harcèlement l école contacté l académie j ai eu 2 rendez vous à l académie m expliquent sur la situation que mon fils vie la façon dont l infirmière réagit mes tout est normale pour eux et mon fils n est pas malade je sait plus quoi faire,mon fils;épisodes violent de vomissements;a perdu son père;harcèlement,anxiété;crise d'angoisse;panique;deuil,thérapie cognitivo-comportementale
"J'ai beaucoup d'amis et pourtant je vis un réel problème depuis mes 6 ans. Je n'avais jamais souffert de cette situation jusqu'à maintenant.Je suis trop froide avec tout le monde même les personnes que j'""apprécie"" (je ne parle qu'au niveau familial et amical le reste ne m'intéresse pas) et je passe donc pour un monstre sans empathie (ce qui n'est pas très faux) en plus de ça pour couronner le tout je déteste être tactile je déteste les accolades & cie même avec mes parents et je n'ai jamais pu lier de vraie amitié car je reste distante. Parfois je me dis que les sentiments et l'affection c'est ridicule et une seconde après je change d'avis sur le sujet. Pourtant dans ma famille tout le monde ressemble à un Bisounours à part moi 😅. À cause de mon allure froide j'ai même eu plusieurs conflits avec mes professeurs et ce n'est plus possible car on ne va pas se mentir voir tout le monde s'enlacer et tisser des liens et être de ton côté incapable de dire même bonjour...c'est lassant.",je suis trop froide;monstre sans empathie;je déteste être tactile;déteste les accolades;je reste distante;les sentiments et l'affection c'est ridicule;conflits,haut potentiel;trouble du spectre autistique;autisme;neuropsychologie;psychiatrie;conseiller,psychiatrie
"Bonjour, je m’appelle Lucie et j’ai 15 ans. Depuis quelques semaines je fais que m’embrouiller avec mes parents et je ne sais plus quoi faire. Tout à commencé lors de mon match de basket où je n’ai pas beaucoup joué mais mes parents étant absent ne pouvaient pas juger.  Je suis donc rentrée de ce match très énervée, il faut avouer que j’ai un caractère fort mais je suis extrêmement sensible également, ce soir là j’ai eu beaucoup de mal à me calmer à l’entraînement qui suivi le match je me comportais avec insolence mais j’étais profondément blessée, déçue, trahie, incomprise et désormais je ne veux plus aller au basket seulement mes parents ont eu écho de mon comportement et m’ont disputé et le de ce fait j’ai l’impression qu’ils prennent leur parti, je me sens tellement seule que je ne sais plus quoi faire, j’ai déjà mis les choses à plat avec ma mère, je me suis effondré mais elle refuse que je quitte l’équipe. J’ai l’impression d’avoir ma place nul part à l’école j’ai des difficultés, au basket je ne suis pas à ma place et dès que je rentre chez moi je pleure, je ne sais plus quoi faire , je pense à la mutilation car désormais c’est la seule option pour que tout cela s’arrête.  Merci de votre lecture",m'embrouiller avec mes parents;j'ai un caractère fort;extrêmement sensible;blessée;déçue;écho de mon comportement;je me sens tellement seule;mutilation,famille;adolescent;communication;prise de recul;conseiller;expression des émotions;gestion des émotions;comportements dysfonctionnels;connaissance de soi,thérapie cognitivo-comportementale
"Bonjour, J'avais 3 mois de grossesse quand j'ai eu un accident de voiture.  Aujourd'hui mon fils a 14 ans et je n'arrive pas à le comprendre.  Il refuse toutes disciplines,  coléreux, comportements impossibles à l'école et ne rigole pas beaucoup. Depuis l'entrée à la maternelle,  il me posait des problèmes jusqu'à aujourd'hui. J'ai peur qu'en devenant adulte, il ai des problèmes grave liés à cet accident.  Comment le comprendre pour l'aider car je n'arrive plus !!!!",grossesse;accident de voiture;mon fils;je n'arrive pas à le comprendre;refuse toutes disciplines;coléreux;comportements impossibles,famille;adolescent;communication;prise de recul;conseiller;soutien;comportements dysfonctionnels,thérapie cognitivo-comportementale
Mon fils de 12 ans montre les signes d une régression. Il suce son pouce. Il est dans le jeu et plus particulièrement le jeu vidéo. Il refuse toutes contraintes et rejette l autorité. Quant à l école il est en 5eme. A de bons résultats mais ne travaille jamais. Il a beaucoup de mal à écrire alors qu il écrivait très bien. Ses ennuis ont commencé en Cm2 lorsqu' une institutrice le rejetait et le rabaissait en permanence. Depuis il ne veut plus travailler. Il a été suivie par une psychothérapeute puis par un psychologue mais il refuse de parler et de dire ce qu il ressent.,mon fils;jeu vidéo;rejette l autorité;ne travaille jamais;institutrice le rejetait;il ne veut plus travailler;il refuse de parler;dire ce qu'il ressent,famille;adolescent;traumatisme;acceptation;estime de soi;expression des émotions;parler;conseiller;soutien,thérapie de soutien
"Bonjour,   Je viens vers vous car je ne sais pas quelle décision prendre par rapport à ma fille de 15 ans Cela fait maintenant 4 ans que son papa est décédé Ma fille ne veut pas fêter Noël cette année parce qu'elle ne veut pas faire Noël sans son papa  Les autres années, ça été un peu dur, ma fille pleure souvent dès qu'il y a une fête familiale  Nous devons passer le réveillon chez mes parents avec son frère et mon nouveau compagnon              Ma fille veut rester à la maison ... Elle ne veut pas venir....  Cela m'attriste beaucoup de la voir souffrir ainsi . . . . J'aimerai savoir si je dois la laisser prendre sa décision ou lui demander de venir... Quelle est la meilleure solution à cette situation ?  Merci beaucoup pour votre aide",quelle décision prendre;son papa est décédé;ma fille ne veut pas fêter noêl;ma fille pleure souvent,famille;deuil;prise de décision;conseiller,thérapie de soutien
Enceinte de 9 semaines on m a appris que ma grossesse n avait pas évolué et c était arrêtée a 6 semaines 😢. Je suis passée au bloc pour un curetage. Depuis je me sens vide la seule chose à laquelle je me raccrochais etait qu avec mon compagnon nous devions retenter car a bientôt 40 ans je ne pouvais pas attendre . Sauf que compagnon m a annoncé qu il ne voulait pas retenter car il a souffert et ne voulait pas revivre ca . Je suis dévastée impuissante face a cette décision dont je ne m  etais pas préparée. Je n arrive pas a accepter que je ne porterai plus d enfant😢😢,enceinte;grossesse;curetage;je me sens vide;compagnon m a annoncé qu il ne voulait pas retenter;je suis dévastée;je n arrive pas a accepter,couple;deuil;traumatisme;acceptation;soutien,thérapie de soutien
Bonjour Je viens de perdre brutalement ma petite sœur et je suis perdue,je viens de perdre brutalement ma petite sœur,deuil;soutien,thérapie de soutien
"Bonjour, Aujourd’hui c’est l’anniversaire de mon mariage avec mon épouse, cela ferait maintenant 10 qu'on est marié. Il s’agit d’une lourde tragédie car je viens de la perdre suite a un accident de voiture il y a plus de 3 ans. Si je viens ici vous écrire c’est pour partager mon sentiment de peine. Je suis pas quelqu'un qui exprime facilement ses sentiments mais la perte de ma moitie m’a démoli. depuis quelque temps ma famille essaye de me convaincre à refaire ma vie. Ceci dit je me sens incapable de pouvoir la refaire car je considère cela comme étant une trahison envers ma défunte épouse.  Merci de m’avoir lu et je suis apte a recevoir des conseils.",anniversaire de mon mariage;lourde tragédie;je viens de la perdre;accident de voiture;sentiment de peine;exprime facilement ses sentiments,deuil;soutien;expression des émotions;parler;acceptation;tristesse;dépression,thérapie de soutien
"Bonjour Suite au décès de ma compagne il y a maintenant deux ans je n arrive plus à me projeter à me réaliser et encore moins à trouver ma légende personnelle. Son suicide à laisser une trace indélébile en moi, une culpabilité sans faille et surtout après avoir pleurer ces deux dernières années je ressens un vide à son sujet. Comme si j'avais fait le deuil, mais comment savoir. Je me sens coincé...  Auparavant, j'étais capable de résilience malgré un passif tumultueux mais malgré tout j'avançais. Ce jour je prends conscience que je stagne. J'ai laissé tomber une formation onéreuse car j'ai réalisé que ce n'étais pas l'extraordinaire que je cherchais. Je suis sans cesse en proie au doute de savoir si j'avais vu les signes avant coureurs aurai-je pu faire quelque chose... elle me souhaitait d'être heureux dans ses derniers mots.... mais comment faire. Je m'isole et j'ai du mal à laisser venir à moi d'autres personnes. Je les comparent à elle et sans doute je me dis qu'ils ne sont pas comme elle. Je veux retrouver cette personnalité ce courage cette stature cette beauté qu'elle incarnait.... voila je m arrête là car je pourrai ne plus m'arrêter. Merci de m'avoir lu.",décès de ma compagne;je n arrive plus à me projeter;suicide;culpabilité;je me sens coincé;je stagne,deuil;traumatisme;dépression;acceptation,thérapie de soutien
Depuis 1 an je n arrive pas à vivre normalement je me sens fatiguée et le goût a ne rien faire,fatiguée;goût à ne rien faire,dépression;tristesse;soutien,thérapie cognitivo-comportementale
"Bonjour, Mon frère est décédé d'un accident de voiture, il a été percuté par un camion. Il a eu un traumatisme crânien qui aurait pu être sauvé cette hôpital n'était pas a la hauteur. Ma demi-soeur a débrancher mon frère. Je n'étais pas au courant qui était mort depuis je lui en veux et ne lui parle plus. J'ai failli retombée dans la drogue mais heureusement mon mari m'a sauvé Ai-je raison de lui en vouloir ? Que dois-je faire? Comment arrêter les cauchemars? Comment ne plus avoir peur des transports en commun ? Aider moi svp",mon frère;décédé;accident de voiture;traumatisme crânien;ma demi-sœur a débrancher mon frère;failli retombée dans la drogue;ai-je raison ?;lui en vouloir;cauchemars;peur des transports en commun,deuil;traumatisme;famille;prise de recul;parler;conseiller;soutien;peur,thérapie de soutien
"bonjour,  Je viens de perdre un membre de ma famille qui était vraiment important pour moi. Le problème est que cet événement survient pendant mes examens, je passe le jours d'après l'enterrement mais je ne sais pas quoi faire et quel décision prendre.  Je n'ai pas finis la totalité de mes rendu, et en meme temps je me dois d'etre présente mais je ne pourrais rester très longtemps. Je ne sais pas quoi faire....  J'aimerais également savoir comment vous vous avez fait votre deuil car pour moi c'est la première fois.  Merci à vous",perdre un membre de ma famille;examens;décision prendre;deuil,deuil;prise de décision;conseil,thérapie de soutien
"Bonsoir, j’ai 21 ans et ça va faire 2 mois que mon père s’est suicider dans le salon pendant que moi et ma mère étions au travail. Il était retraité depuis 1 an.  Nous rencontrons depuis 10 ans presque, un conflit familial avec un de mes frères. Il est très borné et profitait énormément de mon père et de son amour pour son petit fils qu’il n’a finalement connu que très peu. Mon frère est une personne mauvaise, qui nous veut du mal moralement et qui aura tout fait pour mettre mon papa en dépression.  Je n’ai rien vu venir... il a suffit d’1 mercredi pour que nos vies basculent. J’en veux énormément à mon frère... on me dit qu’il faut pas c’est pas de sa faute mais je refuses de passer au dessus de la méchanceté qu’il a eu surtout qu’il a dit beaucoup de mal de mon père même après sa mort. J’ai beaucoup de disputes avec ma mère, je vis avec elle et nous sommes en confinement à cause du covid 19. Je pleures tout le temps et j’ai des idées noires. Je me sent très incomprises et la famille ne me soutient pas. C’est comme s’ils avaient pu faire leur deuil et qu’ils laissaient ceux qui n’ont pas réussi, se débrouiller tout seul.  Je ne comprends toujours pas l’acte de mon père je sais qu’il souffrait mais de là à se suicider vraiment je n’arrive pas à savoir les raisons exactes et ça me hantent. Je fais des cauchemars et je suis facilement énervée. Ou tres triste.  Si une personne a vécu la même chose j’aimerais en discuter avec quelqu’un qui me comprends... bonne soirée à tous et courage pendant le confinement.   miss panda",mon père s'est suicider;conflit familial;j'en veux énormément à mon frère;je pleures tout le temps;idées noires;incomprise;cauchemars;facilement énervée;très triste;discuter avec quelqu'un,deuil;traumatisme;famille;parler;conseiller;soutien;acceptation,thérapie de soutien
"Bonjour, j'ai perdu mon mari à l'âge de 32 ans d'un œdème pulmonaire, je l'ai retrouvé dans notre lit endormi mais plus en vie et depuis j'ai l'impression que ma vie s'est arrêtée aussi, je suis la sans être la je me définit comme un zombie. Ce qui me fait tenir le coup mes 2 enfants âgés de 2 ans et demi et 4 ans. Devant eux je me retiens de pleurer mais mon visage reste dans une tristesse totale. Je suis pensive je suis ailleurs je me renferme. Quand je pense à tout les moments qu'on ne vivra plus en famille je m'écroule. Le soir je ne dors presque pas je regarde si mes enfants respire plusieurs fois par nuit c'est devenu ma peur depuis ce jour.  Je ne réalise tjs pas que mon mari n'est plus la je garde tjs un espoir de le voir alors que je sais que cela est impossible.  Personne n'arrive à enlever ne serait ce un peu de ma tristesse est ce normal ?",j'ai perdu mon mari;ma vie s'est arrêtée aussi;je me retiens de pleurer;je suis pensive;je me renferme;je regarde si mes enfants respire plusieurs fois par nuit;ma peur;je ne réalise toujours pas que mon mari n'es tplus la;espoir de le voir,deuil;traumatisme;acceptation;dépression;tristesse;expression des émotions;soutien,thérapie cognitivo-comportementale
"J’ai perdu ma grand mère en 2012, mon grand père en 2014 et ma mère en 2016.. du cancer.. comment faire pour revivre normalement?                ",j'ai perdu ma grand mere;mon grand père;ma mère;cancer;revivre normalement,deuil;acceptation;soutien,thérapie de soutien
"Bonjour,Mon fils s'est suicidé le 20 avril et depuis son geste, je me sens comme robotisée. Je n'ai goût à rien. Je suis tellement triste, une partie de moi est morte le jour où il m'as quitté. Cette semaine là, il n'était pas plus triste que d'habitude. Il avait même eu son papa au téléphone, et lui avait dit "" ok papa ça marche, on se rappelle tout à l'heure"" et son papa l'a appelé 2 heures après et là mon fils ne répondait plus...                ",mon fils s'est suicidé;je n'ai goût à rien;tellement triste,deuil;acceptation;soutien,thérapie de soutien
Bonjour On vient de perdre le 31aout subitement notre fils âgé  de 30ans comment arrive t on à  survivre après  ça                ,on vient de perdre;notre fils;survivre après ça,deuil;soutien,thérapie de soutien
Depuis que je l'ai vu mourir je ne dort plus est ce normal?                ,je l'ai vu mourir;je ne dort plus,traumatisme,thérapie cognitivo-comportementale
J ai besoin  de discuter  avec  un psychologue je fais  des cauchemars toutes  les nuits  depuis  le décès  j ai peur                ,cauchemars;décès;peur,deuil;traumatisme;soutien,thérapie de soutien
Depuis la mort de ma mère mon père s'en prend à moi sans raison...je suis à bout...                ,depuis la mort de ma mère;mon père s'en prned à moi;je suis à bout,deuil;famille;soutien;affirmation de soi,thérapie de soutien
"Bonsoir ,  J'ai vécu un divorce difficile , Je me suis isolé , je trouve que j' ai coupé le lien social avec l'extérieur et mes enfants .",divorce difficile;isolé;coupé le lien social,divorce;famille;relation sociale;soutien;expression des émotions;acceptation,thérapie systémique
"Bonjour à tous, Je suis totalement perdue cela fait déjà quelques années que la relation entre mon mari et moi se dégrade de plus en plus je ne le supporte plus. Je veux divorcer depuis bien longtemps mais le problème c'est que j'ai peur de la réaction de mes enfants. Je ressens une grande pression et de la culpabilité car je ne veux pas enlever a mes enfants leur papa.  Que dois-je faire?",relation entre mon mari et moi se dégrade;je ne le supporte plus;je veux divorcer;peur de la réaction de mes enfants;grande pression;culpabilité,couple;famille;prise de décision;soutien;conseiller;culpabilité,thérapie systémique
"Bonsoir, Depuis deux ans, je sais que notre couple n'est plus en harmonie. Je ne suis plus amoureux de mon épouse, je n'ai personne d'autre dans ma vie, je souhaite juste donner une autre trajectoire à mon existence. Je veux juste me poser, m'arrêter, vivre une autre période de vie et cesser toute vie à deux. Dit autrement, vivre seul. L'eccueil est simple.....je n'arrive pas à le dire à le formuler, bref à franchir le pas. Merci de vos avis et remarques.",notre couple;je ne suis plus amoureux;donner une autre trajectoire à mon existence;vivre seul;je n'arrive pas à le dire;franchir le pas,couple;séparation;prise de décision;soutien;conseiller,thérapie de soutien
"Bonjour, j'ai besoin d'aide car je suis perturbée. Je suis en procédure de divorce avec mon mari, mais le souci c'est qu'il continu à parler avec moi et solicites mon aide pour des choses futiles et je ne peux m'empêcher de lui répondre. De plus il m'envoi de l'argent pour notre fils âgé de 2 ans et demi, et je ne sais pas si je dois accepter ou non les cadeaux qu'il fait à son fils car nous n'habitons pas dans la même ville et cela fait 5 mois qu'il ne l'a pas vu. Je souhaites toujours divorcer mais je ne peux m'empêcher de lui parler, et j'aimerai savoir si cela aller nuire à mon divorce ou pas ?  Merci pour votre aide",je suis perturbée;procédure de divorce;je ne peux m'empêcher de lui parler,couple;divorce;soutien;acceptation;conseiller,thérapie de soutien
"Je vis avec un homme tous simplement invivable , et surtout il m’est inacceptable de continuer à vivre ce que je vis avec cet homme.Mon problème est que je n’arrive pas à le quitter, dès qu’il reviens vers moi, j’oublie tous ces défauts jusqu’à ce que ça recommence. Tel un cercle vicieux Je veux le quitter mais je ne le fais pas. Je sais pas je pense avoir besoin d’aide                ",inacceptable de continuer à vivre ce que je vis;je n'arrive pas à le quitter;je veux le quitter;je ne le fais pas,couple;prise de décision;soutien;conseiller;séparation;affirmation de soi,thérapie de soutien
J ai perdu toute ma joie de vivre et l estime de moi ..peur d'être en dépression                ,perdu tout ma joie de vivre;estime de moi;dépression,dépression;tristesse;soutien;expression des émotions;parler,thérapie cognitivo-comportementale
"Aujourd’hui je ne suis pas bien, je souffre profondément. J’appréhende de me lever chaque matin car une sensation me ronge et me donne l’envie de ne plus rien faire. J’ai une peur inconditionnelle d’être homosexuelle, de ressentir du désir pour un homme. J e pense que cette peur au fond de moi vient d’une expérience à l’adolescence qui m’a marqué. Celle d’une relation avec un camarade de classe qui m’a influencé à l’embrasser et à le toucher. Ceci c’est passé plusieurs fois et même si j’étais attiré par ses gestes, je ne voulais pas le toucher. De plus le coming out de mon père a été dévastateur pour la famille. ma mère est tombée en dépression et ne s’en est toujours pas remise, c’est moi qui est découvert son homosexualité avec des images choquantes.  Même si je me sens hétéro j’ai peur de me mentir à moi même et de refouler une attirance pour le même sexe. Je n’ai plus du tout confiance en moi et je n’ai plus aucun désir sexuel. Je vérifie chaque geste me retourne sans cesse dans la rue, je ne me regarde pas dans le miroir car je me dis, tu es gay. Je n’arrive à rien faire de mes journées et je m’isole car ce sentiment de honte me perturbe. Je ne dors pas de la nuit et je passe mes journées à vérifier ces compulsions. J’ai même été regardé du porno gay.  Quand je me ballade est que je vois un homo, mon anxiété est au plus haut niveau et j’ai l’impression d’être attiré par lui.  J’ai du désir pour les femmes même si je suis compliqué et j’ai toujours été amoureux d’elle. Je suis quelqu’un d’hypersensible et chaque rupture me détruit de l’intérieur comme si j’étais dépendant affectif. Quand j’ai confiance en moi (chose très rare), je ris de cette situation et je me dis que c’est des conneries. ",je ne suis pas bien;je souffre;j'appréhende de me lever;peur inconditionnelle;être homosexuelle;expérience à l'adolescence qui m'a marqué;coming out de mon père;dévastateur pour la famille;ma mère est tombée en dépression;je me sens hétéro;j'ai peur de me mentir à moi même;refouler une attirance;confiance en moi;aucun désir sexuel;sentiment de honte;je ne dors pas la nuit;anxiété;hypersensible;dépendant affectif,sexualité;famille;traumatisme;acceptation;confiance en soi;image de soi;identité;anxiété;peur;rumination;pensées dysfonctionnelles,thérapie cognitivo-comportementale
"Bonjour à tous et toutesj'espère que vous pouvez m'aider, j'ai passé pas mal de temps dans la recherche d'un.e psy spécialisé.e dans le sujet de la transidentité qui soit disponible à Toulouse. Quelqu'un sait ou pouvez-vous recommander un.e s'il vous plaît?En vous remeciant,                ",transidentité,sexualité;identité,sexothérapie
"Bonjour, Je voudrais des avis sur ce quoi je vais vous parlez. Cela fait quelques années que je me pense bisexuelle, mais ces dernière temps j'ai l'impression que mon homosexualité se renforce, je me dit que c'est mon adolescence qui me joue des tours (La période où l'on se chercher vous savez) mais en regardant dans le passé je retrouve des traces de mon homosexualité la première fois quand j'avais 7ans et que j'avais embrassée une fille dont j'étais tomber amoureuse, et la seconde fois à 11 ans, j'étais là aussi tomber amoureuse d'une fille. Je ne sais pas quoi penser, à l'instant présent je ne ressens que de l'attirance pour les femmes.  Concernant la transidentité, je crois que cela aussi est en moi depuis longtemps, déjà toute petite (vous allez sûrement trouver ça un peu idiot mais bon) je me m'étais une sorte de chiffon dans le pantalon afin de me sentir comme un garçon (la bosse sur zizi) et je me sentais bien comme ceci, quand ma mère l'as remarquer elle m'as frappé alors je n'ai plus recommencer. J'étais aussi souvent avec des garçons je n'avais que des amis garçons. Aujourd'hui je suis plutôt féminine mais j'ai du mal avec cette image, j'ai l'impression de me travestir, que ces habits ne sont pas fait pour moi, je me sens mal dedans, je me sens sale.   Je n'ai pu en parler à personne, ma famille n'étant pas ouverte à ce genre de discussion. C'est pourquoi je me tourne vers vous afin de trouver les bonnes réponses. J'espère que vous ne me jugerais pas.                ",je me sens bisexuelle;homosexualité se renforce;adolescence;que de l'attirance pour les femmes;transidentité;que des amis garçons;plutôt féminine mais j'ai du mal avec cette image;travestir,sexualité;connaissance de soi;identité;acceptation;confiance en soi;affirmation de soi,thérapie cognitivo-comportementale
"bonjour, aujourd’hui je viens vous parler d’un problème. il y a un mois je me douchais quand soudain la question « suis je homo? » passa dans ma petite tête de tracassé... je suis un garçon qui a toujours été attiré par les filles, grand séducteur, j’adoré parler avec de jolies filles, mais depuis ce jour là j’angoisse totalement, la peur d’être homosexuel a prit le dessus, je ne fais que de me répéter cette question, j’ai des images homosexuels qui viennent dans ma tête que je ne contrôle pas et pour lesquelles je n’éprouve aucun désir (du genre avec des garçons de ma classe, ou même des inconnus comme des profs, oui c’est très malsain mais je ne contrôle rien...). Cela me met dans des situations d’angoisses : palpitations/nausée... et j’ai l’impression de ne plus avoir la même attirance pour les filles qu’avant ce qui m’attriste énormément... merci de m’éclairer si possible, c’est un calvaire.",j'angoisse;la peur d'être homosexuel;je ne fais que de me répéter cette question;images homosexuels qui viennent dans ma tête;je n'éprouve aucun désir;situations d'angoisses,sexualité;connaissance de soi;soutien;conseiller;rumination;anxiété;peur,thérapie cognitivo-comportementale
"Bonjour,  je pense avoir voir un très gros problème car je pense être dans dépendante affective suite à la séparation des mes parents étant petite. Mon père est partie à l’âge de 4 ans pour une autre femme et depuis je n’ai plus de nouvelle et de tout façon je n’en veux plus car nous avons beaucoup souffert.  En grandissant, j’ai essayer d’oublier cette étape difficile de ma vie. Le problème c’est que j’ai toujours peur d’etre à nouveaux abandonner. Il suffit de voir mon comportement envers mon copain. On est ensemble depuis 4 ans mais je ne suis pas bien quand je ne suis pas avec lui.  Ce n’est pas de la jalousie mais j’ai besoin d’en savoir ce qu’il fait à chaque fois.  JE suis obliger de lui envoyer des messages pour me rassurer .  Le problème c’est que c’est invivable pour lui et pour moi car je suis obliger de tous contrôler été c’est maladif.  Ce qui fait que je perd énormément ça confiance en moi a force de penser à lui. comment faire pour changer ca ?   Merci a vous",dépendante affective;séparation de mes parents;peur d'être à nouveaux abandonner;me rasurer;je suis obliger de tous contrôler,dépendance affective;couple;confiance en soi;affirmation de soi;réassurer;soutien,approche centrée sur la personne
"Bonjour,  Cela fait maintenant  1 an et demi que je suis célibataire, jusque la tout va bien, mais le problème c'est que je ne supporte pas la solitude alors je cherche quelqu'un comme si c'était un objectif. Alors il y a pas mal de gens qui sont interressé et tout, mais ayant eu une relation compliqué précédemment, je suis devenu très compliqué, et quand je sens que c'est possible d'aller plus loin avec quelqu'un je panique, et je fais n'importe quoi , puis je trouve un truc qui va pas chez cette personne et je passe à autre chose. Donc étant souvent déçu de ces histoires j'essaye de penser à autre chose, en compensant avec les soirées pour oublier un peu tout ça mais ça ne change rien et je le sais. Donc tout ça je le vis très mal, je me pose trop de questions et j'ai peur de m'engager dans une relation mais que cela ne réponde pas à mes attentes, et que je sois déçu car c'est pas comme je voulais. Puis j'ai aussi peur de pas arriver à rester enfermer dans une relation.  En fait, je cherche quelqu'un en comparant toujours avec mon ex, soit ses qualités, et c'est compliqué.  Enfin bref si vous avez des conseils ou quoi, j'attends vos réponses. Merci",célibataire;je ne supporte pas la solitude;je cherche quelqu'un comme si c'était un objectif,séparation;solitude;dépendance affective;confiance en soi;soutien;conseiller,thérapie de soutien
"Bonjour à tous, je suis en couple avec B depuis 5ans. Ai début nous étions un couple a distance alors je me faisais pas d'illusions, maintenant ça fais 2mois qu'on vit encore et j'ai cette peur constante qu'il me trompe ou qu'il n'a plus de sentiments à mon égard. Cette peur m'empêche de vivre pleinement cette histoire car je m'empêche de trop l'aimer pour éviter de souffrir. Le comble est que ça me rend parano, je suis curieuse quand il a un message, je suis jalouse,si il part plutôt travailler je me dis qu'il va voir quelqu'un,ects Pourtant je n'ai pas grand chose à craindre c'est un garçon qui sort pratiquement pas, il me laisser accès au pc en son absence... Cependant il ne montre pas ses sentiments et ça il m'a prévenu mais du coup je sais pas ce qu'il pense... Aidez moi je veux vraiment changer pour lui et pour moi.",couple;peur qu'il me trompe;cette peur m'empêche de vivre pleinement cette histoire;parano;jalouse;,couple;confiance en soi;expression des émotions;communication,thérapie cognitivo-comportementale
